Adverse Event ID,SOC ID
10067152.0,10021881.0
10068319.0,10038738.0
10031127.0,10047065.0
10033425.0,10028395.0
10033557.0,10007541.0
10033645.0,10017947.0
10033675.0,10040785.0
10034835.0,10021881.0
10034972.0,10040785.0
10035514.0,10022891.0
10073391.0,10005329.0
10035598.0,10038738.0
10073755.0,10021881.0
10035669.0,10021881.0
10061354.0,10021881.0
10035737.0,10021881.0
10035742.0,10038738.0
10051077.0,10022117.0
10036790.0,10038738.0
10036807.0,10021881.0
10060862.0,10029104.0
10037032.0,10038359.0
10037549.0,10040785.0
10037855.0,10040785.0
10037868.0,10040785.0
10037884.0,10040785.0
10060856.0,10022117.0
10038063.0,10017947.0
10062352.0,10021881.0
10038867.0,10015919.0
10039083.0,10021881.0
10061494.0,10021881.0
10058728.0,10029104.0
10040741.0,10007541.0
10040808.0,10029104.0
10040829.0,10040785.0
10040831.0,10040785.0
10040844.0,10040785.0
10064265.0,10040785.0
10040872.0,10021881.0
10059516.0,10040785.0
10072005.0,10028395.0
10065304.0,10005329.0
10041823.0,10029104.0
10041834.0,10029104.0
10042128.0,10017947.0
10042316.0,10029205.0
10042361.0,10022117.0
10042364.0,10022117.0
10042604.0,10007541.0
10042772.0,10029205.0
10054889.0,10022891.0
10044522.0,10022117.0
10044755.0,10021881.0
10045170.0,10027433.0
10046735.0,10040785.0
10047289.0,10007541.0
10047290.0,10007541.0
10065341.0,10007541.0
10047302.0,10007541.0
10047340.0,10013993.0
10047461.0,10021881.0
10047482.0,10021881.0
10047513.0,10015919.0
10047571.0,10015919.0
10047895.0,10022891.0
10047899.0,10022891.0
10047942.0,10022891.0
10051373.0,10022117.0
10060921.0,10021881.0
10056519.0,10021881.0
10000084.0,10017947.0
10058040.0,10021881.0
10067383.0,10017947.0
10061422.0,10037175.0
10000125.0,10037175.0
10085424.0,10038604.0
10000210.0,10036585.0
10000234.0,10036585.0
10053573.0,10021881.0
10050473.0,10021881.0
10000305.0,10021881.0
10059394.0,10029104.0
10063409.0,10021881.0
10064965.0,10021881.0
10083897.0,10021881.0
10000496.0,10040785.0
10069754.0,10010331.0
10000614.0,10040785.0
10000636.0,10022891.0
10000748.0,10040785.0
10048799.0,10040785.0
10059193.0,10021881.0
10069339.0,10038359.0
10063081.0,10007541.0
10000846.0,10029104.0
10000880.0,10029104.0
10000891.0,10007541.0
10001029.0,10038738.0
10001052.0,10038738.0
10001053.0,10038738.0
10001076.0,10021881.0
10001115.0,10007541.0
10001141.0,10029104.0
10001150.0,10029104.0
10001167.0,10029104.0
1000000285.0,10014698.0
10001297.0,10037175.0
10050203.0,10038604.0
10001347.0,10014698.0
1000000798.0,10022891.0
10054205.0,10021881.0
10064930.0,10015919.0
10001565.0,10022891.0
10001567.0,10022891.0
10001761.0,10040785.0
10001889.0,10038738.0
10001902.0,10015919.0
10001928.0,10038604.0
10002022.0,10021428.0
10002064.0,10005329.0
10049105.0,10005329.0
10048946.0,10021881.0
10002156.0,10017947.0
10068556.0,10021881.0
10049555.0,10017947.0
10073358.0,10029104.0
10002199.0,10021428.0
10002383.0,10007541.0
10002388.0,10007541.0
10002411.0,10029104.0
10002424.0,10040785.0
10002476.0,10029104.0
10002500.0,10015919.0
10002509.0,10017947.0
10002544.0,10022117.0
10059730.0,10022891.0
10053816.0,10022891.0
10050894.0,10021428.0
10002882.0,10047065.0
10002886.0,10047065.0
10002895.0,10047065.0
10067975.0,10047065.0
10002906.0,10047065.0
10061589.0,10007541.0
10002915.0,10007541.0
10002918.0,10007541.0
10002948.0,10029205.0
10002959.0,10017947.0
10002965.0,10005329.0
10002967.0,10005329.0
10002974.0,10038738.0
10003011.0,10021881.0
10073360.0,10029104.0
10003041.0,10018065.0
10003046.0,10018065.0
10049005.0,10029205.0
10003084.0,10029205.0
10067339.0,10007541.0
10060964.0,10047065.0
10003178.0,10047065.0
10003211.0,10007541.0
10003193.0,10010331.0
10053555.0,10021881.0
10060968.0,10021881.0
10003445.0,10017947.0
10003553.0,10038738.0
10056396.0,10021881.0
10003591.0,10029205.0
10048623.0,10007541.0
10003668.0,10007541.0
10003671.0,10007541.0
10003673.0,10007541.0
10003674.0,10007541.0
10003677.0,10007541.0
10061663.0,10021881.0
10003757.0,10021881.0
10075689.0,10040785.0
10061664.0,10021428.0
10073785.0,10005329.0
10055128.0,10005329.0
10048750.0,10018065.0
10003885.0,10038359.0
10003899.0,10029104.0
10053775.0,10005329.0
10059998.0,10022891.0
10003997.0,10021881.0
10053840.0,10021881.0
10049848.0,10029205.0
10004137.0,10017947.0
10004173.0,10005329.0
10004398.0,10029104.0
10061000.0,10029104.0
10004446.0,10038604.0
10078160.0,10021881.0
10057393.0,10007541.0
10004663.0,10019805.0
10057847.0,10021881.0
10004685.0,10022891.0
10077356.0,10022891.0
10055181.0,10021881.0
10004992.0,10029104.0
10005005.0,10029104.0
10005043.0,10038359.0
10005056.0,10029104.0
10005084.0,10029104.0
10005098.0,10021881.0
10005140.0,10022891.0
10005169.0,10015919.0
10005191.0,10040785.0
10005192.0,10021881.0
10005286.0,10022891.0
10005287.0,10022891.0
10005288.0,10022891.0
10005296.0,10022891.0
10049869.0,10022891.0
10005372.0,10040785.0
10005396.0,10022891.0
10005419.0,10022891.0
10005424.0,10022891.0
10005425.0,10022891.0
10005448.0,10022891.0
10005464.0,10022891.0
10005468.0,10022891.0
10005470.0,10022891.0
10005482.0,10022891.0
10005520.0,10022891.0
10005521.0,10022891.0
10005555.0,10022891.0
10005585.0,10022891.0
10005586.0,10022891.0
10005601.0,10022891.0
10005613.0,10022891.0
10005617.0,10022891.0
10057595.0,10022891.0
10005630.0,10022891.0
10005739.0,10022891.0
10005750.0,10022891.0
10005760.0,10022891.0
10005802.0,10022891.0
10005833.0,10022891.0
10005838.0,10022891.0
10005839.0,10022891.0
10005846.0,10022891.0
10005850.0,10022891.0
10005851.0,10022891.0
10018870.0,10022891.0
10057687.0,10047065.0
10059126.0,10047065.0
10005910.0,10022891.0
10068653.0,10021881.0
10066251.0,10022117.0
10005954.0,10028395.0
10005956.0,10028395.0
10005973.0,10028395.0
10061728.0,10028395.0
10065687.0,10028395.0
10061729.0,10005329.0
10065553.0,10005329.0
10051763.0,10005329.0
10006059.0,10029104.0
10049765.0,10007541.0
10006093.0,10007541.0
10006102.0,10038738.0
10006105.0,10021881.0
10006126.0,10022117.0
10067967.0,10029205.0
10061019.0,10029104.0
10006131.0,10029104.0
10006187.0,10029104.0
10064753.0,10038604.0
10066091.0,10038738.0
10006445.0,10038738.0
10061736.0,10021881.0
10006458.0,10038738.0
10006580.0,10007541.0
10006582.0,10007541.0
10006595.0,10029104.0
10006784.0,10029205.0
10061022.0,10021881.0
10006825.0,10022891.0
10006895.0,10027433.0
10007048.0,10021881.0
10051226.0,10021881.0
10053166.0,10021881.0
10007191.0,10047065.0
10062658.0,10022891.0
10007225.0,10022891.0
10007515.0,10007541.0
10049993.0,10018065.0
10054211.0,10007541.0
10079751.0,10007541.0
10007556.0,10007541.0
10007558.0,10007541.0
10007559.0,10007541.0
10061592.0,10007541.0
10052840.0,10007541.0
1000000217.0,10007541.0
10007586.0,10022891.0
10007610.0,10007541.0
10061406.0,10007541.0
10007617.0,10007541.0
10007625.0,10007541.0
10007632.0,10007541.0
10007636.0,10007541.0
10051093.0,10007541.0
10068230.0,10007541.0
10007697.0,10029205.0
10061745.0,10028395.0
10063587.0,10018065.0
10052264.0,10018065.0
10055662.0,10018065.0
10056520.0,10021881.0
10007811.0,10018065.0
10067996.0,10018065.0
10063294.0,10022891.0
10057248.0,10027433.0
10007921.0,10021881.0
10086754.0,10014698.0
10072805.0,10021881.0
10061036.0,10021881.0
10051597.0,10021881.0
10049657.0,10021881.0
10053942.0,10029205.0
10008118.0,10029205.0
10008120.0,10029205.0
10067277.0,10029205.0
10057854.0,10021881.0
10008399.0,10017947.0
10008417.0,10017947.0
10008469.0,10018065.0
10008583.0,10029104.0
10008604.0,10019805.0
10008612.0,10019805.0
10008614.0,10019805.0
10062631.0,10021881.0
10008629.0,10019805.0
10008635.0,10019805.0
10008649.0,10029104.0
10061762.0,10028395.0
10064848.0,10038359.0
10008958.0,10029104.0
10009013.0,10029104.0
10075081.0,10029104.0
10009018.0,10029104.0
10009033.0,10038738.0
10009137.0,10021881.0
10072757.0,10040785.0
10009192.0,10047065.0
10009245.0,10022117.0
10078496.0,10021881.0
10009657.0,10021881.0
10054236.0,10021881.0
10009802.0,10005329.0
10009825.0,10021881.0
10057668.0,10029205.0
10009866.0,10040785.0
10009868.0,10005329.0
10009900.0,10017947.0
10009944.0,10029104.0
10010144.0,10037175.0
10064332.0,10029205.0
10061781.0,10036585.0
10010214.0,10022117.0
10010276.0,10007541.0
10010305.0,10037175.0
10086700.0,10010331.0
10051625.0,10015919.0
10061788.0,10021881.0
10011035.0,10015919.0
10082599.0,10015919.0
10011078.0,10007541.0
10048631.0,10007541.0
10052895.0,10007541.0
10011086.0,10007541.0
10011089.0,10007541.0
10051905.0,10021881.0
10061092.0,10021881.0
10070976.0,10022117.0
10011372.0,10022891.0
10011401.0,10017947.0
10067112.0,10021881.0
10084824.0,10021881.0
10011490.0,10021881.0
10070455.0,10022891.0
10082722.0,10021881.0
10011677.0,10029104.0
10011686.0,10040785.0
10011732.0,10018065.0
10065198.0,10021881.0
10011793.0,10038359.0
10058202.0,10015919.0
10067477.0,10010331.0
10052015.0,10021428.0
10049015.0,10021881.0
10058666.0,10021881.0
10051620.0,10022891.0
10058854.0,10021881.0
10064769.0,10028395.0
10011878.0,10013993.0
10011953.0,10018065.0
10078930.0,10022117.0
10011968.0,10021428.0
10051055.0,10047065.0
10012118.0,10007541.0
10012174.0,10027433.0
10012218.0,10037175.0
10012267.0,10029205.0
10012318.0,10017947.0
10012374.0,10037175.0
10012378.0,10037175.0
10012426.0,10040785.0
10012438.0,10040785.0
10012442.0,10040785.0
10012456.0,10040785.0
10012470.0,10021881.0
10012503.0,10040785.0
10012559.0,10018065.0
10064687.0,10021881.0
10012601.0,10027433.0
10012607.0,10027433.0
10012741.0,10017947.0
10012742.0,10021881.0
10073169.0,10028395.0
10012758.0,10047065.0
10073736.0,10040785.0
10012818.0,10029104.0
10013002.0,10007541.0
10056419.0,10007541.0
10013036.0,10015919.0
10061818.0,10018065.0
10013395.0,10037175.0
10013439.0,10021881.0
10013453.0,10021881.0
10084396.0,10021881.0
10013496.0,10029205.0
10013538.0,10021881.0
10073508.0,10040785.0
10013754.0,10018065.0
10013789.0,10038738.0
10013836.0,10017947.0
10013864.0,10017947.0
10013886.0,10029205.0
10013887.0,10029205.0
10051244.0,10017947.0
10058108.0,10027433.0
10013935.0,10038604.0
10013950.0,10017947.0
10013952.0,10038738.0
10013971.0,10038738.0
10013990.0,10038359.0
10052137.0,10013993.0
10014009.0,10013993.0
10014011.0,10021881.0
10055016.0,10029104.0
10014020.0,10013993.0
10014141.0,10021881.0
10014184.0,10040785.0
10050528.0,10022891.0
10053657.0,10022891.0
10014387.0,10022891.0
10014388.0,10022891.0
10052464.0,10022891.0
10050380.0,10022891.0
10060839.0,10029205.0
10061169.0,10047065.0
10014568.0,10021881.0
10065170.0,10021881.0
10014612.0,10021881.0
10014625.0,10029205.0
10014665.0,10021881.0
10014733.0,10029104.0
10014734.0,10029104.0
10014801.0,10021881.0
10048554.0,10047065.0
10058839.0,10021881.0
10051910.0,10021881.0
10061124.0,10021881.0
10014893.0,10017947.0
10058838.0,10021881.0
10014909.0,10021881.0
10014945.0,10022891.0
10014950.0,10005329.0
10014961.0,10007541.0
10014962.0,10038738.0
10059284.0,10040785.0
10015000.0,10021881.0
10053155.0,10017947.0
10015030.0,10021881.0
10015037.0,10029205.0
10015108.0,10021881.0
10015109.0,10021881.0
10015137.0,10017947.0
10015145.0,10021881.0
10015153.0,10040785.0
10015218.0,10040785.0
10015226.0,10040785.0
10053430.0,10005329.0
10054258.0,10021881.0
10061126.0,10021881.0
10074409.0,10021881.0
10015296.0,10021881.0
10052238.0,10021881.0
10015488.0,10047065.0
10063560.0,10040785.0
10015683.0,10015919.0
10015688.0,10028395.0
10082277.0,10029104.0
10063827.0,10005329.0
10015856.0,10007541.0
10015866.0,10018065.0
10073354.0,10022117.0
10015915.0,10015919.0
10015916.0,10015919.0
10015929.0,10021881.0
10015939.0,10021881.0
10015940.0,10021881.0
10015943.0,10015919.0
10015946.0,10015919.0
10015958.0,10015919.0
10052140.0,10015919.0
10015995.0,10015919.0
10074620.0,10015919.0
10050392.0,10022117.0
10016029.0,10018065.0
10016062.0,10029205.0
10056988.0,10017947.0
10016102.0,10017947.0
10074859.0,10017947.0
10073753.0,10037175.0
10061148.0,10027433.0
10016326.0,10018065.0
10016450.0,10022117.0
10016454.0,10022117.0
10016766.0,10017947.0
10067757.0,10038359.0
1000000036.0,10036585.0
10070531.0,10036585.0
10016880.0,10027433.0
10085128.0,10029104.0
10016970.0,10022117.0
10017076.0,10022117.0
10017367.0,10017947.0
10017412.0,10022891.0
10017413.0,10022891.0
10017524.0,10021881.0
10058872.0,10021881.0
10017543.0,10021881.0
10017553.0,10021881.0
10017581.0,10018065.0
10017758.0,10029104.0
10017788.0,10017947.0
10017817.0,10017947.0
10017822.0,10017947.0
10017826.0,10017947.0
10017865.0,10017947.0
10068189.0,10021881.0
10017914.0,10021881.0
10017915.0,10021881.0
10017918.0,10021881.0
10081003.0,10029104.0
10060709.0,10017947.0
10017964.0,10021881.0
10017982.0,10017947.0
10059024.0,10017947.0
10061459.0,10017947.0
10049438.0,10018065.0
1000000048.0,10018065.0
10018092.0,10018065.0
10073931.0,10021881.0
10061180.0,10021881.0
10061183.0,10029104.0
10018262.0,10021881.0
10018276.0,10017947.0
10018292.0,10021881.0
10018304.0,10015919.0
10018336.0,10029104.0
10018337.0,10029104.0
10058001.0,10022891.0
10018350.0,10022891.0
1000000163.0,10038359.0
10061989.0,10038359.0
10018386.0,10017947.0
10018429.0,10027433.0
10018478.0,10022891.0
10053242.0,10010331.0
10018498.0,10014698.0
10018627.0,10027433.0
10075160.0,10021428.0
10074954.0,10040785.0
10084214.0,10040785.0
10050269.0,10021881.0
10018735.0,10028395.0
10018767.0,10029205.0
10069767.0,10021881.0
10081286.0,10021881.0
10072572.0,10029104.0
10018823.0,10029104.0
10018830.0,10017947.0
10018836.0,10017947.0
10018838.0,10022891.0
10066476.0,10029104.0
10057755.0,10022891.0
10051564.0,10021881.0
10018866.0,10038604.0
10061188.0,10005329.0
10018906.0,10038359.0
10018910.0,10005329.0
10018916.0,10005329.0
10071583.0,10021428.0
10061190.0,10021881.0
10073458.0,10037175.0
10062713.0,10005329.0
10019016.0,10029205.0
10055677.0,10029205.0
10054787.0,10017947.0
10019022.0,10017947.0
10019030.0,10040785.0
10019037.0,10040785.0
10019049.0,10040785.0
10058898.0,10040785.0
10019194.0,10029205.0
10019273.0,10010331.0
10019301.0,10022891.0
10019303.0,10022891.0
10019304.0,10022891.0
10058968.0,10007541.0
10067660.0,10007541.0
1000000175.0,10007541.0
10085423.0,10038604.0
10054263.0,10021881.0
10019465.0,10029205.0
10019637.0,10019805.0
10019641.0,10019805.0
10062685.0,10022891.0
10060795.0,10022891.0
10019663.0,10019805.0
10076254.0,10019805.0
10056522.0,10021881.0
10064668.0,10019805.0
10019692.0,10019805.0
10019717.0,10019805.0
10019727.0,10019805.0
10019731.0,10021881.0
10019744.0,10021881.0
10019768.0,10021881.0
10019795.0,10019805.0
10019837.0,10019805.0
10019842.0,10019805.0
10062004.0,10021881.0
10019948.0,10021881.0
10080137.0,10021881.0
10074248.0,10021881.0
10063491.0,10021881.0
10080516.0,10021881.0
10020028.0,10017947.0
10020039.0,10038738.0
10020060.0,10022891.0
10020100.0,10022117.0
10020112.0,10040785.0
10076876.0,10029104.0
10020141.0,10021881.0
10020144.0,10021881.0
10020206.0,10029104.0
10020377.0,10021881.0
10060800.0,10047065.0
10020497.0,10021881.0
10020524.0,10038359.0
10020568.0,10029205.0
10062770.0,10027433.0
10020578.0,10019805.0
10020583.0,10027433.0
10020603.0,10027433.0
10068359.0,10007541.0
10020642.0,10040785.0
10020646.0,10027433.0
10020649.0,10040785.0
10078862.0,10005329.0
10062060.0,10027433.0
10020679.0,10027433.0
10020705.0,10014698.0
10020719.0,10014698.0
10020751.0,10021428.0
10081988.0,10038738.0
10020764.0,10040785.0
10020765.0,10029205.0
10020802.0,10047065.0
10020823.0,10007541.0
10058181.0,10047065.0
10020850.0,10014698.0
10020864.0,10040785.0
10020919.0,10027433.0
10020923.0,10022117.0
10048865.0,10013993.0
10020937.0,10029205.0
10020947.0,10027433.0
10020955.0,10027433.0
10051125.0,10005329.0
10020993.0,10027433.0
10021021.0,10029205.0
10021027.0,10027433.0
10063743.0,10027433.0
10021083.0,10027433.0
10021097.0,10047065.0
10021113.0,10018065.0
10021114.0,10014698.0
10021118.0,10029205.0
10021137.0,10027433.0
10021138.0,10047065.0
10021143.0,10038738.0
10021328.0,10017947.0
10061520.0,10018065.0
10080284.0,10018065.0
10021403.0,10037175.0
10077665.0,10021428.0
10083156.0,10040785.0
10021497.0,10022891.0
10021519.0,10018065.0
1000000186.0,10022891.0
10021531.0,10021881.0
10021654.0,10027433.0
10061216.0,10047065.0
10076911.0,10021881.0
10021784.0,10021881.0
10071699.0,10021881.0
10070295.0,10021881.0
10021918.0,10021881.0
10061217.0,10021881.0
10061218.0,10018065.0
10021972.0,10017947.0
10022004.0,10018065.0
10059158.0,10017947.0
10051792.0,10022117.0
10022013.0,10040785.0
10022016.0,10017947.0
10022035.0,10037175.0
10022052.0,10018065.0
10022067.0,10018065.0
10022116.0,10022117.0
10022524.0,10037175.0
10022562.0,10047065.0
10075192.0,10047065.0
10022595.0,10022891.0
10050296.0,10028395.0
10065611.0,10017947.0
10059175.0,10017947.0
10059017.0,10017947.0
10067745.0,10017947.0
10022687.0,10017947.0
10022694.0,10017947.0
10048616.0,10017947.0
10056457.0,10017947.0
10059491.0,10029205.0
10077667.0,10029205.0
10073095.0,10029104.0
10022955.0,10015919.0
10022970.0,10027433.0
10022972.0,10005329.0
10048858.0,10007541.0
10060840.0,10029205.0
10061256.0,10029205.0
10023126.0,10019805.0
10023198.0,10028395.0
10023215.0,10028395.0
10060820.0,10022117.0
10048706.0,10028395.0
10023232.0,10028395.0
10023347.0,10029104.0
10023424.0,10021881.0
10058856.0,10021881.0
10061259.0,10021881.0
10054160.0,10021881.0
10054999.0,10040785.0
10061050.0,10036585.0
10023644.0,10015919.0
10023676.0,10027433.0
10023825.0,10029104.0
10065735.0,10038738.0
10023848.0,10038738.0
10067286.0,10007541.0
10051860.0,10007541.0
10057500.0,10007541.0
10049694.0,10007541.0
10024119.0,10007541.0
10049773.0,10007541.0
10061266.0,10021881.0
10024218.0,10029104.0
10052368.0,10029104.0
10050791.0,10038359.0
10024382.0,10029205.0
10074608.0,10005329.0
10024453.0,10022117.0
10060084.0,10022891.0
10061225.0,10022117.0
10024552.0,10017947.0
10064055.0,10029104.0
10024570.0,10017947.0
10061227.0,10027433.0
10024591.0,10022891.0
10063085.0,10021881.0
10024641.0,10021881.0
10024648.0,10040785.0
10024690.0,10022891.0
10077692.0,10022891.0
10067125.0,10019805.0
1000000752.0,10022891.0
10024774.0,10021881.0
10048961.0,10018065.0
10024855.0,10029205.0
10050953.0,10017947.0
10061599.0,10022117.0
10063890.0,10021881.0
10065187.0,10021881.0
10065188.0,10021881.0
10050219.0,10029205.0
10025005.0,10028395.0
10049947.0,10022117.0
10025031.0,10029104.0
10025034.0,10029104.0
10050017.0,10029104.0
10025082.0,10038738.0
10062042.0,10029104.0
10081792.0,10038738.0
10071533.0,10029104.0
10025182.0,10005329.0
10025188.0,10005329.0
10065224.0,10021881.0
10025197.0,10005329.0
10025226.0,10021881.0
10052314.0,10005329.0
10062049.0,10005329.0
10025282.0,10047065.0
10079123.0,10005329.0
10025310.0,10029104.0
10064344.0,10029104.0
10025415.0,10015919.0
10025421.0,10040785.0
10057840.0,10037175.0
10025538.0,10017947.0
10025581.0,10029104.0
10025600.0,10047065.0
10025638.0,10029104.0
10025652.0,10029104.0
10025861.0,10029104.0
10026712.0,10017947.0
10061273.0,10027433.0
10026749.0,10037175.0
10061275.0,10029104.0
10026800.0,10029104.0
10069008.0,10013993.0
10026900.0,10021881.0
10026912.0,10036585.0
10026991.0,10022891.0
10026995.0,10022891.0
10027002.0,10022891.0
10027004.0,10022891.0
10055053.0,10022891.0
10049941.0,10038738.0
10075572.0,10018065.0
10075582.0,10018065.0
10075585.0,10018065.0
10062680.0,10018065.0
10027118.0,10022891.0
10027119.0,10022891.0
10027141.0,10017947.0
10027145.0,10029104.0
10027199.0,10021881.0
10027201.0,10021881.0
10027202.0,10021881.0
10027209.0,10021881.0
10027236.0,10021881.0
10027259.0,10021881.0
10027274.0,10021881.0
10052593.0,10029205.0
10048294.0,10037175.0
10027407.0,10029104.0
10027417.0,10027433.0
10058097.0,10027433.0
10066226.0,10021881.0
10051696.0,10029104.0
10051676.0,10029104.0
10027468.0,10029104.0
10027480.0,10029104.0
10061289.0,10029104.0
10063569.0,10029104.0
10027487.0,10028395.0
10027538.0,10005329.0
10027566.0,10038359.0
10062545.0,10013993.0
10065838.0,10013993.0
10027599.0,10029205.0
10027607.0,10029205.0
10053961.0,10027433.0
10061532.0,10007541.0
10027727.0,10007541.0
10048334.0,10028395.0
10027880.0,10022891.0
10061296.0,10029205.0
10076048.0,10040785.0
10073371.0,10029104.0
10028098.0,10021881.0
10082268.0,10018065.0
10061298.0,10018065.0
10065764.0,10021881.0
10028116.0,10018065.0
10028140.0,10017947.0
10028224.0,10022117.0
10077361.0,10018065.0
10028300.0,10028395.0
10028309.0,10028395.0
10028335.0,10029205.0
10050031.0,10022117.0
10028372.0,10028395.0
10048592.0,10028395.0
10052904.0,10028395.0
10062207.0,10021881.0
10058806.0,10021881.0
10066289.0,10021881.0
10028521.0,10015919.0
10028537.0,10029104.0
10028594.0,10007541.0
10048849.0,10007541.0
10028596.0,10007541.0
10085879.0,10007541.0
10028602.0,10007541.0
10028606.0,10007541.0
10028641.0,10028395.0
10028653.0,10028395.0
10048891.0,10040785.0
10079216.0,10040785.0
10028694.0,10040785.0
10064764.0,10040785.0
10061304.0,10021881.0
10068655.0,10022117.0
10062283.0,10040785.0
10028720.0,10021881.0
10028740.0,10038738.0
10028747.0,10038738.0
10028748.0,10038738.0
10028750.0,10038738.0
10061306.0,10029104.0
10028851.0,10018065.0
10052892.0,10021881.0
10029098.0,10029104.0
10029148.0,10038359.0
10029155.0,10038359.0
10029202.0,10029205.0
10029223.0,10029205.0
10052057.0,10021881.0
10057270.0,10029104.0
10029266.0,10029104.0
10052399.0,10029104.0
10029368.0,10022891.0
10058105.0,10040785.0
10067115.0,10040785.0
10029410.0,10040785.0
10029412.0,10037175.0
10029444.0,10021881.0
10029446.0,10038359.0
10029488.0,10029104.0
10062501.0,10018065.0
10061873.0,10029104.0
